code-barres,"date création exemplaire","date dernier retour exemplaire","nb prêts","code collection",lib1,lib2,lib3,lib4
C0003859644,2005-03-25,,21,J05,Jeunesse,Albums,"Albums Petits enfants",
C0005199472,2013-04-02,2014-10,10,JBDZZZZ,Jeunesse,"Bandes dessinées","Bandes dessinées enfants",
C0004469890,2007-05-26,,54,J09,Jeunesse,BD,,
C0003864835,2005-03-25,2015-04,59,JABPFAF,Jeunesse,Albums,"Albums petits enfants",
C0005196929,2005-12-06,,51,J04,Jeunesse,Albums,"Albums enfants",
C0004679982,2008-04-16,2015-03,63,JABEFAE,Jeunesse,Albums,"Albums pour enfants",
C0005066679,2010-01-26,2014-11,34,JABPFAF,Jeunesse,Albums,"Albums petits enfants",
C0004670687,2008-02-05,2016-03,33,JROROZZ,Jeunesse,Romans,"Romans pour enfants",
C0003878583,2005-03-25,2015-07,30,JABCTEF,Jeunesse,Albums,"Contes pour enfants",
C0003856426,2005-03-25,2015-05,115,JCIFEF1,Jeunesse,Cinéma,Films,"A partir de 6 ans"
C0003890153,2005-03-25,2016-04,56,JABPFAF,Jeunesse,Albums,"Albums petits enfants",
C0005800766,2014-05-23,2016-05,27,JABPFAF,Jeunesse,Albums,"Albums petits enfants",
C0005603641,2012-06-01,2015-04,25,JABPFAF,Jeunesse,Albums,"Albums petits enfants",
C0005529759,2013-07-19,,11,J09,Jeunesse,BD,,
C0005674237,2013-10-25,2015-04,24,JBDZZZZ,Jeunesse,"Bandes dessinées","Bandes dessinées enfants",
C0003890771,2005-03-25,,45,J09,Jeunesse,BD,,
C0005494217,2012-02-02,,33,J09,Jeunesse,BD,,
C0005199927,2009-10-21,2016-03,91,JBDSRZZ,Jeunesse,"Bandes dessinées",Séries,
C0005061962,2009-10-21,2016-03,86,JBDSRZZ,Jeunesse,"Bandes dessinées",Séries,
C0005794478,2014-06-19,2016-02,22,JBDZZZZ,Jeunesse,"Bandes dessinées","Bandes dessinées enfants",
C0005549321,2013-04-02,2016-02,24,JBDSRZZ,Jeunesse,"Bandes dessinées",Séries,
C0004854647,2010-05-07,2015-12,46,JBDSRZZ,Jeunesse,"Bandes dessinées",Séries,
C0003947374,2005-10-12,2016-09,47,JBDPBZZ,Jeunesse,"Bandes dessinées","Premières BD",
C0005141194,2005-03-25,2015-05,120,JRORMZZ,Jeunesse,Romans,"Premiers romans",
C0004005997,2005-03-25,2015-12,37,JABEFAE,Jeunesse,Albums,"Albums pour enfants",
C0004007915,2005-03-25,2016-04,38,JABEFAE,Jeunesse,Albums,"Albums pour enfants",
C0004002884,2005-03-25,2016-09,33,JMUEFZZ,Jeunesse,Musique,,
C0004006325,2005-03-25,2015-09,56,JABEFAE,Jeunesse,Albums,"Albums pour enfants",
C0004467521,2007-05-26,2015-10,69,JROROZZ,Jeunesse,Romans,"Romans pour enfants",
C0005291410,2010-06-16,2015-10,76,JABEFAE,Jeunesse,Albums,"Albums pour enfants",
C0004006082,2005-03-25,2015-03,91,JABEFAE,Jeunesse,Albums,"Albums pour enfants",
C0004003246,2005-03-25,2015-05,28,JABEFAE,Jeunesse,Albums,"Albums pour enfants",
C0004299546,2007-01-03,2016-03,108,JBDSRZZ,Jeunesse,"Bandes dessinées",Séries,
C0004009535,2005-03-25,,69,J09,Jeunesse,BD,,
C0003882980,2005-03-25,2014-10,28,JABHLZZ,Jeunesse,Albums,"Contes en livre sonore",
C0004034205,2005-03-25,2015-02,7,JTHZZZZ,Jeunesse,Théâtre,,
C0004034352,2005-03-25,,24,J04,Jeunesse,Albums,"Albums enfants",
C0004025620,2005-03-25,2015-12,38,JABEFAE,Jeunesse,Albums,"Albums pour enfants",
C0004034043,2005-03-25,2016-02,35,JABEFAE,Jeunesse,Albums,"Albums pour enfants",
C0006012304,2014-05-27,2016-10,35,JBDSRZZ,Jeunesse,"Bandes dessinées",Séries,
C0004021626,2005-03-25,2016-05,65,JABEFAE,Jeunesse,Albums,"Albums pour enfants",
C0004020052,2005-03-25,2015-04,116,JABPFAF,Jeunesse,Albums,"Albums petits enfants",
C0004021537,2005-03-25,2015-03,94,JABPFAF,Jeunesse,Albums,"Albums petits enfants",
C0005286041,2010-08-31,2014-10,37,JABPFAF,Jeunesse,Albums,"Albums petits enfants",
C0004020426,2005-03-25,2016-06,33,JABEFAE,Jeunesse,Albums,"Albums pour enfants",
C0005568529,2012-07-03,,12,J04,Jeunesse,Albums,"Albums enfants",
C0004470841,2007-05-26,2014-09,54,JROROZZ,Jeunesse,Romans,"Romans pour enfants",
C0005525041,2013-02-12,2015-03,21,JABPFAF,Jeunesse,Albums,"Albums petits enfants",
C0004029111,2005-03-25,2014-08,54,JBDZZZZ,Jeunesse,"Bandes dessinées","Bandes dessinées enfants",
C0004028131,2005-03-25,2015-12,43,JBDSRZZ,Jeunesse,"Bandes dessinées",Séries,
C0005289065,2010-10-19,2015-01,34,JABPFAF,Jeunesse,Albums,"Albums petits enfants",
C0004112029,2005-03-25,2015-01,31,JDT70ZZ,Jeunesse,Documentaires,"Activités manuelles / Arts (enfants)",
C0004037009,2005-03-25,2016-02,9,JDT90ZZ,Jeunesse,Documentaires,"Géographie / Histoire (enfants)",
C0005206588,2011-09-24,2016-03,25,JABEFAE,Jeunesse,Albums,"Albums pour enfants",
C0005403424,2012-03-23,2016-01,48,JABPFAF,Jeunesse,Albums,"Albums petits enfants",
C0005188934,2011-04-09,,3,J28,Jeunesse,Albums,"Livres précieux",
C0004056150,2005-03-25,2014-11,16,JRORMZZ,Jeunesse,Romans,"Premiers romans",
C0004055984,2005-03-25,2015-10,17,JROROZZ,Jeunesse,Romans,"Romans pour enfants",
C0004049129,2005-03-25,,13,J03,Jeunesse,Romans,Romans,
C0005238844,2011-09-09,,34,J09,Jeunesse,BD,,
C0004047389,2005-03-25,2014-08,92,JBDZZZZ,Jeunesse,"Bandes dessinées","Bandes dessinées enfants",
C0004054247,2005-03-25,2016-09,42,JDT50ZZ,Jeunesse,Documentaires,"Sciences / Animaux (enfants)",
C0004760856,2013-05-21,2015-12,22,JABPFAF,Jeunesse,Albums,"Albums petits enfants",
C0005603763,2012-06-01,2014-08,11,JABEFAE,Jeunesse,Albums,"Albums pour enfants",
C0005568444,2012-06-27,2016-04,26,JABEFAE,Jeunesse,Albums,"Albums pour enfants",
C0005266122,2010-07-31,2015-06,32,JABPFAF,Jeunesse,Albums,"Albums petits enfants",
C0005263221,2010-06-17,2015-03,54,JBDZZZZ,Jeunesse,"Bandes dessinées","Bandes dessinées enfants",
C0005319933,2011-03-11,2015-01,44,JBDZZZZ,Jeunesse,"Bandes dessinées","Bandes dessinées enfants",
C0004049153,2005-03-29,2015-04,62,JABPFAF,Jeunesse,Albums,"Albums petits enfants",
C0003918472,2005-08-06,2016-05,71,JABPFAF,Jeunesse,Albums,"Albums petits enfants",
C0005334827,2011-11-22,2015-03,36,JABEFAE,Jeunesse,Albums,"Albums pour enfants",
C0004465838,2007-05-10,2016-06,89,JABPFAF,Jeunesse,Albums,"Albums petits enfants",
C0005317957,2011-01-20,2016-03,42,JBDPBZZ,Jeunesse,"Bandes dessinées","Premières BD",
C0003582661,2005-03-29,2014-11,96,JABEFAE,Jeunesse,Albums,"Albums pour enfants",
C0004840313,2009-04-07,2015-01,86,JABEFAE,Jeunesse,Albums,"Albums pour enfants",
C0004797879,2009-01-16,2015-07,90,JABEFAE,Jeunesse,Albums,"Albums pour enfants",
C0003583421,2005-03-29,2016-02,44,JRORMZZ,Jeunesse,Romans,"Premiers romans",
C0003583227,2005-03-29,2016-03,44,JABEFAE,Jeunesse,Albums,"Albums pour enfants",
C0003614874,2005-03-29,,44,J01,Jeunesse,Romans,Romans,
C0003617084,2005-03-29,,57,J05,Jeunesse,Albums,"Albums Petits enfants",
C0003806950,2005-03-29,,24,JDT50ZZ,Jeunesse,Documentaires,"Sciences / Animaux (enfants)",
C0004313308,2006-08-30,2015-02,103,JBDZZZZ,Jeunesse,"Bandes dessinées","Bandes dessinées enfants",
C0005205655,2011-09-15,2016-02,55,JBDSRZZ,Jeunesse,"Bandes dessinées",Séries,
C0003619133,2005-03-29,2016-10,43,JBDSRZZ,Jeunesse,"Bandes dessinées",Séries,
C0004579271,2008-04-15,2016-10,69,JDTPFZZ,Jeunesse,Documentaires,"Documentaires pour petits enfants",
C0003612717,2005-03-29,2015-03,33,JDT60ZZ,Jeunesse,Documentaires,"Santé / Cuisine / Jeux et sports (enfants)",
C0003612482,2005-03-29,,58,J111,Jeunesse,Documentaires,,
C0005565031,2012-05-05,2015-10,28,JBDSRZZ,Jeunesse,"Bandes dessinées",Séries,
C0003637288,2005-03-29,,128,J09,Jeunesse,BD,,
C0005067358,2010-01-29,,22,J09,Jeunesse,BD,,
C0003636981,2005-03-29,2014-08,124,JBDZZZZ,Jeunesse,"Bandes dessinées","Bandes dessinées enfants",
C0004832920,2009-03-03,,74,J09,Jeunesse,BD,,
C0005066603,2010-01-26,2014-07,43,JABPFAF,Jeunesse,Albums,"Albums petits enfants",
C0004669636,2008-02-01,,70,J05,Jeunesse,Albums,"Albums Petits enfants",
C0003655228,2005-03-29,,13,J04,Jeunesse,Albums,"Albums enfants",
C0003653755,2005-03-29,2015-03,70,JRORMZZ,Jeunesse,Romans,"Premiers romans",
C0003655341,2008-02-13,2016-05,45,JABEFAE,Jeunesse,Albums,"Albums pour enfants",
C0004525361,2007-09-01,2015-02,28,JDT90ZZ,Jeunesse,Documentaires,"Géographie / Histoire (enfants)",
C0005356386,2005-03-29,2015-10,29,JDT90ZZ,Jeunesse,Documentaires,"Géographie / Histoire (enfants)",
C0003682013,2005-03-29,2014-11,110,JDT50ZZ,Jeunesse,Documentaires,"Sciences / Animaux (enfants)",
C0003681651,2005-03-29,2015-04,76,JDT50ZZ,Jeunesse,Documentaires,"Sciences / Animaux (enfants)",
C0003676070,2005-03-29,,144,J09,Jeunesse,BD,,
