code-barres,"date création exemplaire","date dernier retour exemplaire","nb prêts","code collection",lib1,lib2,lib3,lib4
C0005477921,2011-10-08,2015-12,34,JMUEFZZ,Jeunesse,Musique,,
C0005477913,2011-10-08,2016-06,38,JMUEFZZ,Jeunesse,Musique,,
C0005477944,2011-10-08,2015-06,31,JMUEFZZ,Jeunesse,Musique,,
C0005811151,2014-01-07,2016-07,26,J32,Jeunesse,"Presse jeunesse",,
C0005818105,2013-11-09,2014-10,15,J32,Jeunesse,"Presse jeunesse",,
C0005437955,2013-08-20,2014-11,16,J32,Jeunesse,"Presse jeunesse",,
C0005244099,2011-10-05,2016-06,41,JABPFAF,Jeunesse,Albums,"Albums petits enfants",
C0005243996,2011-10-04,2015-03,47,JABPFAF,Jeunesse,Albums,"Albums petits enfants",
C0005208637,2011-10-12,2016-01,41,JABPFAF,Jeunesse,Albums,"Albums petits enfants",
C0005244007,2011-10-04,2016-02,47,JABPFAF,Jeunesse,Albums,"Albums petits enfants",
C0005673827,2013-10-25,2015-06,13,JABPFAF,Jeunesse,Albums,"Albums petits enfants",
C0005209099,2011-10-13,,4,JABLPZZ,Jeunesse,Albums,"Livres précieux",
C0005207843,2011-10-13,2016-03,28,JABPFAF,Jeunesse,Albums,"Albums petits enfants",
C0005208857,2011-10-13,2015-03,41,JABPFAF,Jeunesse,Albums,"Albums petits enfants",
C0005208530,2011-10-13,,28,J05,Jeunesse,Albums,"Albums Petits enfants",
C0005208522,2011-10-13,2016-02,31,JABPFAF,Jeunesse,Albums,"Albums petits enfants",
C0005207013,2011-10-13,2015-04,3,JDTFDZZ,Jeunesse,Documentaires,"Fonds didactique",
C0005209138,2013-08-01,2015-12,17,JABPFAF,Jeunesse,Albums,"Albums petits enfants",
C0005209316,2011-10-14,2015-03,26,JDT50ZZ,Jeunesse,Documentaires,"Sciences / Animaux (enfants)",
C0005209154,2011-10-13,,28,J05,Jeunesse,Albums,"Albums Petits enfants",
C0005331529,2011-10-21,2015-06,42,JBDZZZZ,Jeunesse,"Bandes dessinées","Bandes dessinées enfants",
C0005493463,2012-02-01,2016-11,58,JBDSRZZ,Jeunesse,"Bandes dessinées",Séries,
C0005385706,2013-01-19,2016-10,29,JDT40ZZ,Jeunesse,Documentaires,"Langues (enfants)",
C0005533329,2012-07-28,2015-01,20,JABPFAF,Jeunesse,Albums,"Albums petits enfants",
C0005480081,2011-11-25,2015-09,65,JCIFEF1,Jeunesse,Cinéma,Films,"A partir de 6 ans"
C0005484331,2011-12-15,2016-05,64,JCIFEF1,Jeunesse,Cinéma,Films,"A partir de 6 ans"
C0005332663,2011-11-12,2016-03,33,JABLPZZ,Jeunesse,Albums,"Livres précieux",
C0005333578,2011-11-16,2015-04,27,JABEFAE,Jeunesse,Albums,"Albums pour enfants",
C0005332687,2011-11-12,2015-12,24,JABEFAE,Jeunesse,Albums,"Albums pour enfants",
C0005333951,2011-11-17,,17,JABLPZZ,Jeunesse,Albums,"Livres précieux",
C0005333806,2011-11-16,2015-05,18,JABPFAF,Jeunesse,Albums,"Albums petits enfants",
C0005244340,2011-11-16,,24,J05,Jeunesse,Albums,"Albums Petits enfants",
C0005333677,2011-11-16,2016-05,50,JABPFAF,Jeunesse,Albums,"Albums petits enfants",
C0005641581,2014-03-08,2015-12,19,JABLPZZ,Jeunesse,Albums,"Livres précieux",
C0005333554,2011-11-16,2014-12,29,JABPFAF,Jeunesse,Albums,"Albums petits enfants",
C0005333714,2011-11-16,,22,J05,Jeunesse,Albums,"Albums Petits enfants",
C0005334117,2011-11-18,2014-11,39,JRORMZZ,Jeunesse,Romans,"Premiers romans",
C0005321797,2012-01-13,2015-05,58,JRORMZZ,Jeunesse,Romans,"Premiers romans",
C0005494521,2012-02-02,2015-02,42,JBDZZZZ,Jeunesse,"Bandes dessinées","Bandes dessinées enfants",
C0005338238,2012-01-28,2016-03,13,JBDMGZZ,Jeunesse,"Bandes dessinées",Mangas,
C0005448951,2011-12-27,2015-04,33,JABPFAF,Jeunesse,Albums,"Albums petits enfants",
C0005388455,2013-03-22,2015-12,28,JBDMGZZ,Jeunesse,"Bandes dessinées",Mangas,
C0005337965,2012-01-28,2016-03,29,JBDMGZZ,Jeunesse,"Bandes dessinées",Mangas,
C0005338191,2012-01-28,2015-02,25,JBDZZZZ,Jeunesse,"Bandes dessinées","Bandes dessinées enfants",
C0005493761,2012-02-01,2016-02,46,JBDMGZZ,Jeunesse,"Bandes dessinées",Mangas,
C0005493647,2012-02-01,,11,JBDZZZZ,Jeunesse,"Bandes dessinées","Bandes dessinées enfants",
C0005321612,2012-01-13,2015-01,46,JRORMZZ,Jeunesse,Romans,"Premiers romans",
C0005337521,2012-01-13,2015-06,49,JBDZZZZ,Jeunesse,"Bandes dessinées","Bandes dessinées enfants",
C0005246546,2011-11-24,2014-07,37,JABPFAF,Jeunesse,Albums,"Albums petits enfants",
C0005445165,2011-11-24,2016-11,37,JABLADT,Jeunesse,Albums,"Albums en langue étrangère",Documentaire
C0005007748,2013-06-14,2015-04,9,JROROZZ,Jeunesse,Romans,"Romans pour enfants",
C0005445875,2011-11-30,2016-12,38,JABHLZZ,Jeunesse,Albums,"Contes en livre sonore",
C0005445905,2011-11-30,2015-06,15,JABHLZZ,Jeunesse,Albums,"Contes en livre sonore",
C0005002764,2013-07-27,,1,JABLPZZ,Jeunesse,Albums,"Livres précieux",
C0005446101,2011-11-30,2014-12,33,JABPFAF,Jeunesse,Albums,"Albums petits enfants",
C0005445721,2011-11-30,,18,J04,Jeunesse,Albums,"Albums enfants",
C0005446216,2011-12-03,2015-10,15,JABLPZZ,Jeunesse,Albums,"Livres précieux",
C0005653867,2013-11-22,2015-08,10,JABLPZZ,Jeunesse,Albums,"Livres précieux",
C0006017217,2014-05-13,2014-11,11,JBDZZZZ,Jeunesse,"Bandes dessinées","Bandes dessinées enfants",
C0005446285,2011-12-03,2014-11,45,JBDZZZZ,Jeunesse,"Bandes dessinées","Bandes dessinées enfants",
C0005532216,2011-12-03,,31,J09,Jeunesse,BD,,
C0005674046,2013-10-25,2016-11,31,JBDSRZZ,Jeunesse,"Bandes dessinées",Séries,
C0005446537,2011-12-03,2016-03,62,JBDSRZZ,Jeunesse,"Bandes dessinées",Séries,
C0005446728,2011-12-03,2016-01,44,JBDZZZZ,Jeunesse,"Bandes dessinées","Bandes dessinées enfants",
C0005446711,2011-12-03,2015-09,48,JBDZZZZ,Jeunesse,"Bandes dessinées","Bandes dessinées enfants",
C0005446353,2011-12-03,2015-11,54,JBDZZZZ,Jeunesse,"Bandes dessinées","Bandes dessinées enfants",
C0005263166,2014-03-18,2015-04,11,JBDZZZZ,Jeunesse,"Bandes dessinées","Bandes dessinées enfants",
C0005246732,2011-12-15,2016-10,37,JABLPZZ,Jeunesse,Albums,"Livres précieux",
C0005448753,2011-12-23,2015-01,20,JABLPZZ,Jeunesse,Albums,"Livres précieux",
C0005464685,2012-04-04,2015-03,16,JABLPZZ,Jeunesse,Albums,"Livres précieux",
C0005448814,2011-12-23,2015-10,11,JABLPZZ,Jeunesse,Albums,"Livres précieux",
C0005800131,2014-05-23,2016-02,16,JABPFAF,Jeunesse,Albums,"Albums petits enfants",
C0005317541,2014-06-10,2015-04,10,JBDZZZZ,Jeunesse,"Bandes dessinées","Bandes dessinées enfants",
C0005494774,2012-02-09,2015-12,43,JRORMZZ,Jeunesse,Romans,"Premiers romans",
C0005403301,2012-03-23,2014-10,16,JABPFAF,Jeunesse,Albums,"Albums petits enfants",
C0005464715,2012-04-04,2016-02,27,JABLPZZ,Jeunesse,Albums,"Livres précieux",
C0005462612,2012-03-29,2015-09,24,JABPFAF,Jeunesse,Albums,"Albums petits enfants",
C0005495283,2012-02-23,2016-04,29,JDTPFZZ,Jeunesse,Documentaires,"Documentaires pour petits enfants",
C0005495764,2012-02-24,2015-11,41,JABPFAF,Jeunesse,Albums,"Albums petits enfants",
C0005496051,2012-02-25,2016-02,34,JBDPBZZ,Jeunesse,"Bandes dessinées","Premières BD",
C0005495993,2012-02-25,2016-06,71,JBDSRZZ,Jeunesse,"Bandes dessinées",Séries,
C0005496402,2012-03-01,2016-01,43,JBDSRZZ,Jeunesse,"Bandes dessinées",Séries,
C0005496441,2012-03-01,2014-10,33,JBDZZZZ,Jeunesse,"Bandes dessinées","Bandes dessinées enfants",
C0005496457,2012-03-01,2014-07,32,JBDZZZZ,Jeunesse,"Bandes dessinées","Bandes dessinées enfants",
C0005563395,2012-04-19,2016-01,26,JBDPBZZ,Jeunesse,"Bandes dessinées","Premières BD",
C0005563616,2012-04-19,2015-09,36,JABPFAF,Jeunesse,Albums,"Albums petits enfants",
C0005565597,2012-06-01,2016-01,35,JABPFAF,Jeunesse,Albums,"Albums petits enfants",
C0005600861,2012-05-16,2015-11,11,JROROZZ,Jeunesse,Romans,"Romans pour enfants",
C0005404971,2012-04-20,2015-06,10,JROROZZ,Jeunesse,Romans,"Romans pour enfants",
C0005197218,2012-03-27,2016-06,25,JBDMGZZ,Jeunesse,"Bandes dessinées",Mangas,
C0005197200,2012-03-27,2014-09,28,JABPFAF,Jeunesse,Albums,"Albums petits enfants",
C0005197331,2012-03-27,2016-05,58,JABPFAF,Jeunesse,Albums,"Albums petits enfants",
C0005539918,2014-05-03,2014-10,4,JABPFAF,Jeunesse,Albums,"Albums petits enfants",
C0005197187,2012-03-27,2015-03,32,JROROZZ,Jeunesse,Romans,"Romans pour enfants",
C0005139171,2014-04-11,2016-05,26,JROROZZ,Jeunesse,Romans,"Romans pour enfants",
C0005641482,2014-03-08,2015-09,15,JROROZZ,Jeunesse,Romans,"Romans pour enfants",
C0005568307,2012-06-27,2015-04,30,JABPFAF,Jeunesse,Albums,"Albums petits enfants",
C0005568475,2012-06-27,2015-03,36,JABPFAF,Jeunesse,Albums,"Albums petits enfants",
C0005547555,2013-07-19,2016-01,35,JABPFAF,Jeunesse,Albums,"Albums petits enfants",
C0005547548,2013-07-19,2014-11,14,JABPFAF,Jeunesse,Albums,"Albums petits enfants",
C0005562855,2012-04-14,2015-01,25,JABPFAF,Jeunesse,Albums,"Albums petits enfants",
C0005563074,2012-04-14,2015-11,25,JABEFAE,Jeunesse,Albums,"Albums pour enfants",
C0005562404,2012-04-14,2015-07,36,JABEFAE,Jeunesse,Albums,"Albums pour enfants",
C0005562801,2012-04-14,2015-02,14,JABEFAE,Jeunesse,Albums,"Albums pour enfants",
C0005563051,2012-04-14,2016-04,41,JABPFAF,Jeunesse,Albums,"Albums petits enfants",
C0005562527,2012-04-12,2016-05,34,JABPFAF,Jeunesse,Albums,"Albums petits enfants",
C0005823376,2013-11-22,2016-11,23,JDTPFZZ,Jeunesse,Documentaires,"Documentaires pour petits enfants",
C0005566297,2012-06-07,2015-02,26,JDTPFZZ,Jeunesse,Documentaires,"Documentaires pour petits enfants",
C0005566402,2012-06-07,,24,J111,Jeunesse,Documentaires,,
C0005566433,2012-06-07,,18,J111,Jeunesse,Documentaires,,
C0005793839,2014-06-20,2016-06,22,JDTPFZZ,Jeunesse,Documentaires,"Documentaires pour petits enfants",
C0005564118,2012-04-21,2015-10,34,JBDZZZZ,Jeunesse,"Bandes dessinées","Bandes dessinées enfants",
C0005542291,2012-09-12,,12,J11,Jeunesse,Documentaires,,
C0005409792,2012-06-22,2015-06,28,JDTPFZZ,Jeunesse,Documentaires,"Documentaires pour petits enfants",
C0005853595,2014-01-31,2015-07,16,JDTPFZZ,Jeunesse,Documentaires,"Documentaires pour petits enfants",
C0005409846,2012-06-22,2015-01,26,JDTPFZZ,Jeunesse,Documentaires,"Documentaires pour petits enfants",
C0005409945,2012-06-22,,24,J111,Jeunesse,Documentaires,,
C0005409778,2012-06-22,2016-10,47,JDTPFZZ,Jeunesse,Documentaires,"Documentaires pour petits enfants",
C0005409808,2012-06-22,2015-09,38,JDTPFZZ,Jeunesse,Documentaires,"Documentaires pour petits enfants",
C0005410026,2012-06-22,2014-10,19,JDTPFZZ,Jeunesse,Documentaires,"Documentaires pour petits enfants",
C0005410071,2012-06-22,2015-05,23,JDTPFZZ,Jeunesse,Documentaires,"Documentaires pour petits enfants",
C0005410064,2012-06-22,2015-07,30,JDTPFZZ,Jeunesse,Documentaires,"Documentaires pour petits enfants",
C0005410101,2012-06-22,2015-09,34,JDTPFZZ,Jeunesse,Documentaires,"Documentaires pour petits enfants",
C0005409983,2012-06-22,,12,J111,Jeunesse,Documentaires,,
C0005546763,2013-07-27,2015-06,17,JABPFAF,Jeunesse,Albums,"Albums petits enfants",
C0005601401,2012-05-23,2014-08,14,JABPFAF,Jeunesse,Albums,"Albums petits enfants",
C0005408788,2012-06-08,,15,J09,Jeunesse,BD,,
C0005523153,2012-10-23,2016-06,50,JBDSRZZ,Jeunesse,"Bandes dessinées",Séries,
C0005408741,2012-06-08,2015-07,44,JBDSRZZ,Jeunesse,"Bandes dessinées",Séries,
C0005878468,2012-06-08,2016-05,41,JBDZZZZ,Jeunesse,"Bandes dessinées","Bandes dessinées enfants",
C0005549009,2013-07-31,2015-06,19,JBDZZZZ,Jeunesse,"Bandes dessinées","Bandes dessinées enfants",
C0005522965,2012-10-23,2016-04,52,JBDSRZZ,Jeunesse,"Bandes dessinées",Séries,
C0005533183,2012-07-28,2016-01,33,JABPFAF,Jeunesse,Albums,"Albums petits enfants",
C0005534029,2012-08-01,2015-03,26,JABPFAF,Jeunesse,Albums,"Albums petits enfants",
C0005567997,2012-06-22,2016-07,36,JROROZZ,Jeunesse,Romans,"Romans pour enfants",
C0004821571,2012-07-25,2016-06,41,JABPFAF,Jeunesse,Albums,"Albums petits enfants",
C0004821521,2012-07-25,2015-05,30,JABLPZZ,Jeunesse,Albums,"Livres précieux",
C0004821474,2012-07-07,2016-05,39,JABPFAF,Jeunesse,Albums,"Albums petits enfants",
C0005569304,2012-07-07,2016-01,34,JABPFAF,Jeunesse,Albums,"Albums petits enfants",
C0004821270,2012-07-07,2015-03,21,JABPFAF,Jeunesse,Albums,"Albums petits enfants",
C0004821238,2012-07-25,2015-01,10,JABPFAF,Jeunesse,Albums,"Albums petits enfants",
C0005569311,2012-07-07,2016-05,31,JABPFAF,Jeunesse,Albums,"Albums petits enfants",
C0004821539,2012-07-07,2016-03,40,JABPFAF,Jeunesse,Albums,"Albums petits enfants",
C0005569251,2012-07-07,2014-10,12,JABPFAF,Jeunesse,Albums,"Albums petits enfants",
C0005542666,2012-09-12,2015-11,8,JDT60ZZ,Jeunesse,Documentaires,"Santé / Cuisine / Jeux et sports (enfants)",
C0005542741,2012-09-12,2015-06,18,JDT60ZZ,Jeunesse,Documentaires,"Santé / Cuisine / Jeux et sports (enfants)",
C0005542642,2012-09-12,,16,J11,Jeunesse,Documentaires,,
C0005542963,2012-09-14,2016-04,23,JDT90ZZ,Jeunesse,Documentaires,"Géographie / Histoire (enfants)",
C0005542505,2012-09-12,2015-03,9,JDT90ZZ,Jeunesse,Documentaires,"Géographie / Histoire (enfants)",
C0005531844,2012-07-18,2016-10,23,JDT90ZZ,Jeunesse,Documentaires,"Géographie / Histoire (enfants)",
C0005853717,2014-01-31,2016-12,39,JABPFAF,Jeunesse,Albums,"Albums petits enfants",
C0005532575,2012-07-20,2016-04,13,JDT10ZZ,Jeunesse,Documentaires,"Philosophie (enfants)",
C0005198036,2012-08-23,2016-06,50,JABPFAF,Jeunesse,Albums,"Albums petits enfants",
C0005198002,2012-08-23,2016-09,33,JABPFAF,Jeunesse,Albums,"Albums petits enfants",
C0005198028,2012-08-23,2016-05,44,JABPFAF,Jeunesse,Albums,"Albums petits enfants",
C0005823994,2013-11-19,2016-02,29,JABPFAF,Jeunesse,Albums,"Albums petits enfants",
C0005198109,2012-08-23,2015-02,4,JABLAFI,Jeunesse,Albums,"Albums en langue étrangère",Fiction
C0005383368,2012-11-24,2015-10,34,JDT60ZZ,Jeunesse,Documentaires,"Santé / Cuisine / Jeux et sports (enfants)",
C0005540341,2012-10-10,2015-07,5,JABLPZZ,Jeunesse,Albums,"Livres précieux",
C0005539971,2012-10-10,2016-08,32,JABEFAE,Jeunesse,Albums,"Albums pour enfants",
C0005523016,2012-10-23,2016-08,32,JBDZZZZ,Jeunesse,"Bandes dessinées","Bandes dessinées enfants",
C0005004897,2013-04-05,2016-10,22,JBDMGZZ,Jeunesse,"Bandes dessinées",Mangas,
C0005004928,2013-04-05,,4,J09,Jeunesse,BD,,
C0005162417,2013-04-12,2016-03,10,JBDMGZZ,Jeunesse,"Bandes dessinées",Mangas,
C0005004685,2013-04-05,,6,JBDZZZZ,Jeunesse,"Bandes dessinées","Bandes dessinées enfants",
C0005548637,2013-07-27,2016-04,31,JBDSRZZ,Jeunesse,"Bandes dessinées",Séries,
C0005162946,2013-04-12,2016-10,46,JBDSRZZ,Jeunesse,"Bandes dessinées",Séries,
C0005390922,2012-11-24,2015-09,16,JABHLZZ,Jeunesse,Albums,"Contes en livre sonore",
C0005376469,2012-10-10,2015-12,17,JABHLZZ,Jeunesse,Albums,"Contes en livre sonore",
C0005557493,2012-10-05,2015-11,38,JBDSRZZ,Jeunesse,"Bandes dessinées",Séries,
C0005525249,2013-02-12,2015-12,5,JABCTEF,Jeunesse,Albums,"Contes pour enfants",
C0005385721,2013-01-19,2015-02,14,JABLPZZ,Jeunesse,Albums,"Livres précieux",
C0005853670,2014-01-31,2015-11,17,JABPFAF,Jeunesse,Albums,"Albums petits enfants",
C0005793662,2014-06-20,2016-09,20,JDT60ZZ,Jeunesse,Documentaires,"Santé / Cuisine / Jeux et sports (enfants)",
C0005556526,2012-10-02,2015-02,18,JDT60ZZ,Jeunesse,Documentaires,"Santé / Cuisine / Jeux et sports (enfants)",
C0005539802,2012-10-02,2016-09,41,JABPFAF,Jeunesse,Albums,"Albums petits enfants",
C0005557233,2012-10-06,2016-09,46,JBDCMZZ,Jeunesse,"Bandes dessinées",Comics,
C0006018078,2014-05-06,2015-07,18,JBDZZZZ,Jeunesse,"Bandes dessinées","Bandes dessinées enfants",
C0005199723,2012-10-06,,20,J09,Jeunesse,BD,,
C0006012472,2014-05-27,2016-09,33,JBDSRZZ,Jeunesse,"Bandes dessinées",Séries,
C0006012465,2014-05-27,2015-04,12,JBDZZZZ,Jeunesse,"Bandes dessinées","Bandes dessinées enfants",
C0005557448,2012-10-06,2015-04,32,JBDZZZZ,Jeunesse,"Bandes dessinées","Bandes dessinées enfants",
C0005557806,2012-10-06,2015-01,19,JABEFAE,Jeunesse,Albums,"Albums pour enfants",
C0005557455,2012-10-06,2015-04,26,JABEFAE,Jeunesse,Albums,"Albums pour enfants",
C0005557431,2012-10-06,2015-12,34,JBDPBZZ,Jeunesse,"Bandes dessinées","Premières BD",
C0005557349,2012-10-06,2014-11,20,JBDZZZZ,Jeunesse,"Bandes dessinées","Bandes dessinées enfants",
C0005557646,2012-10-06,2015-05,39,JBDZZZZ,Jeunesse,"Bandes dessinées","Bandes dessinées enfants",
C0005452156,2012-12-05,2016-04,8,JABLPZZ,Jeunesse,Albums,"Livres précieux",
C0005522132,2012-10-13,2016-09,28,JABEFAE,Jeunesse,Albums,"Albums pour enfants",
C0005522323,2012-10-13,2016-09,23,JABEFAE,Jeunesse,Albums,"Albums pour enfants",
C0005558643,2012-10-13,,10,J111,Jeunesse,Documentaires,,
C0005558735,2012-10-13,2016-11,28,JABEFAE,Jeunesse,Albums,"Albums pour enfants",
C0005558698,2012-10-13,2016-06,37,JABPFAF,Jeunesse,Albums,"Albums petits enfants",
C0005382668,2012-11-20,2016-10,31,JDT70ZZ,Jeunesse,Documentaires,"Activités manuelles / Arts (enfants)",
C0005382309,2012-11-20,2014-10,6,JDT50ZZ,Jeunesse,Documentaires,"Sciences / Animaux (enfants)",
C0005383337,2012-11-24,2016-06,19,JDT60ZZ,Jeunesse,Documentaires,"Santé / Cuisine / Jeux et sports (enfants)",
C0005383399,2012-11-24,2016-02,33,JDT60ZZ,Jeunesse,Documentaires,"Santé / Cuisine / Jeux et sports (enfants)",
C0005325467,2012-10-18,2015-10,34,JCIFEF1,Jeunesse,Cinéma,Films,"A partir de 6 ans"
C0005382873,2012-11-23,2016-09,35,JDT60ZZ,Jeunesse,Documentaires,"Santé / Cuisine / Jeux et sports (enfants)",
C0005382835,2012-11-23,2016-03,21,JDT50ZZ,Jeunesse,Documentaires,"Sciences / Animaux (enfants)",
C0005560448,2012-11-17,2016-07,43,JABPFAF,Jeunesse,Albums,"Albums petits enfants",
C0005559749,2012-11-16,2015-11,18,JABPFAF,Jeunesse,Albums,"Albums petits enfants",
C0005560516,2012-11-17,2014-12,17,JABPFAF,Jeunesse,Albums,"Albums petits enfants",
C0005453047,2012-12-06,2015-08,23,JABLPZZ,Jeunesse,Albums,"Livres précieux",
C0005543236,2012-12-20,2015-07,17,JROROZZ,Jeunesse,Romans,"Romans pour enfants",
C0005385164,2013-01-18,2015-09,30,JABPFAF,Jeunesse,Albums,"Albums petits enfants",
C0005385553,2013-01-19,2014-11,11,JABPFAF,Jeunesse,Albums,"Albums petits enfants",
C0005385561,2013-01-19,2016-10,35,JABPFAF,Jeunesse,Albums,"Albums petits enfants",
C0005385141,2013-01-18,,17,J05,Jeunesse,Albums,"Albums Petits enfants",
C0005388134,2013-03-22,2016-01,41,JBDSRZZ,Jeunesse,"Bandes dessinées",Séries,
C0005543434,2012-12-20,2016-04,31,JABEFAE,Jeunesse,Albums,"Albums pour enfants",
C0005543411,2012-12-20,2014-11,18,JABCTEF,Jeunesse,Albums,"Contes pour enfants",
C0005543403,2012-12-20,2015-06,24,JABCTEF,Jeunesse,Albums,"Contes pour enfants",
C0005543465,2012-12-21,2016-07,4,JABLPZZ,Jeunesse,Albums,"Livres précieux",
C0005348862,2013-02-09,2016-11,38,JABPFAF,Jeunesse,Albums,"Albums petits enfants",
C0005544219,2013-01-26,2015-01,10,JROHLZZ,Jeunesse,Romans,"Romans en livre sonore",
C0005165172,2013-04-27,2016-07,31,JABPFAF,Jeunesse,Albums,"Albums petits enfants",
C0005165651,2013-04-27,2016-07,17,JRORMZZ,Jeunesse,Romans,"Premiers romans",
C0005165520,2013-04-27,2016-06,37,JABPFAF,Jeunesse,Albums,"Albums petits enfants",
C0005166542,2013-05-03,2015-12,27,JROROZZ,Jeunesse,Romans,"Romans pour enfants",
C0005165067,2013-04-26,2014-12,12,JABHLZZ,Jeunesse,Albums,"Contes en livre sonore",
C0005387335,2013-03-08,2015-04,32,JBDZZZZ,Jeunesse,"Bandes dessinées","Bandes dessinées enfants",
C0005387441,2013-03-08,2015-03,19,JBDZZZZ,Jeunesse,"Bandes dessinées","Bandes dessinées enfants",
C0005007845,2013-06-14,2015-05,9,JROROZZ,Jeunesse,Romans,"Romans pour enfants",
C0005558292,2013-06-12,2014-11,11,JABPFAF,Jeunesse,Albums,"Albums petits enfants",
C0005558278,2013-06-14,2015-03,11,JABLPZZ,Jeunesse,Albums,"Livres précieux",
C0005007455,2013-06-12,2016-10,23,JABPFAF,Jeunesse,Albums,"Albums petits enfants",
C0005549573,2013-08-01,2015-04,21,JBDZZZZ,Jeunesse,"Bandes dessinées","Bandes dessinées enfants",
C0006017248,2014-05-13,2015-05,14,JBDZZZZ,Jeunesse,"Bandes dessinées","Bandes dessinées enfants",
C0005550197,2013-08-01,2015-10,28,JBDSRZZ,Jeunesse,"Bandes dessinées",Séries,
C0005550395,2013-08-02,2015-12,20,JBDPBZZ,Jeunesse,"Bandes dessinées","Premières BD",
C0005880300,2014-05-06,2014-11,4,JBDZZZZ,Jeunesse,"Bandes dessinées","Bandes dessinées enfants",
C0005549603,2013-08-01,2015-10,18,JBDZZZZ,Jeunesse,"Bandes dessinées","Bandes dessinées enfants",
C0005880317,2014-05-06,2014-11,9,JBDZZZZ,Jeunesse,"Bandes dessinées","Bandes dessinées enfants",
C0005549581,2013-08-01,2015-01,20,JBDZZZZ,Jeunesse,"Bandes dessinées","Bandes dessinées enfants",
C0005880331,2014-05-06,2016-03,30,JBDSRZZ,Jeunesse,"Bandes dessinées",Séries,
C0006018054,2014-05-06,2014-12,14,JBDZZZZ,Jeunesse,"Bandes dessinées","Bandes dessinées enfants",
C0005547265,2013-07-19,2015-01,13,JABPFAF,Jeunesse,Albums,"Albums petits enfants",
C0005547258,2013-07-19,2015-09,12,JDT40ZZ,Jeunesse,Documentaires,"Langues (enfants)",
C0005163104,2013-04-13,2015-02,13,JDT60ZZ,Jeunesse,Documentaires,"Santé / Cuisine / Jeux et sports (enfants)",
C0005163023,2013-04-13,2016-03,28,JDTPFZZ,Jeunesse,Documentaires,"Documentaires pour petits enfants",
C0005163162,2013-04-13,2015-06,24,JDTPFZZ,Jeunesse,Documentaires,"Documentaires pour petits enfants",
C0005163154,2013-04-13,2015-11,17,JDT90ZZ,Jeunesse,Documentaires,"Géographie / Histoire (enfants)",
C0005002853,2013-07-31,2016-03,17,JABPFAF,Jeunesse,Albums,"Albums petits enfants",
C0005528981,2013-08-01,2015-12,27,JROROZZ,Jeunesse,Romans,"Romans pour enfants",
C0005457121,2013-08-01,2016-07,28,JDTPFZZ,Jeunesse,Documentaires,"Documentaires pour petits enfants",
C0005002586,2013-07-27,2015-05,24,JROROZZ,Jeunesse,Romans,"Romans pour enfants",
C0005002683,2013-07-26,2016-10,34,JABPFAF,Jeunesse,Albums,"Albums petits enfants",
C0005139197,2014-04-11,2014-11,10,JROROZZ,Jeunesse,Romans,"Romans pour enfants",
C0005002489,2013-07-27,2016-06,31,JABPFAF,Jeunesse,Albums,"Albums petits enfants",
C0005549283,2013-05-29,2015-03,9,JBDZZZZ,Jeunesse,"Bandes dessinées","Bandes dessinées enfants",
C0005547357,2013-07-19,,6,J01,Jeunesse,Romans,Romans,
C0005632176,2013-06-15,2016-01,16,JABLPZZ,Jeunesse,Albums,"Livres précieux",
C0005675968,2013-06-05,2016-11,28,JDTPFZZ,Jeunesse,Documentaires,"Documentaires pour petits enfants",
C0005676040,2013-06-05,2015-06,15,JDT60ZZ,Jeunesse,Documentaires,"Santé / Cuisine / Jeux et sports (enfants)",
C0005676255,2013-06-05,2014-11,7,JDT60ZZ,Jeunesse,Documentaires,"Santé / Cuisine / Jeux et sports (enfants)",
C0005676293,2013-06-08,2016-02,19,JABPFAF,Jeunesse,Albums,"Albums petits enfants",
C0005676408,2013-06-08,2015-09,26,JABPFAF,Jeunesse,Albums,"Albums petits enfants",
C0005676446,2013-06-11,2016-10,26,JABPFAF,Jeunesse,Albums,"Albums petits enfants",
C0005528639,2013-07-03,2016-01,24,JCIFEF1,Jeunesse,Cinéma,Films,"A partir de 6 ans"
C0005839964,2013-08-08,2016-12,37,JDTPFZZ,Jeunesse,Documentaires,"Documentaires pour petits enfants",
C0005839865,2013-08-08,2014-09,8,JDT30ZZ,Jeunesse,Documentaires,"Société (enfants)",
C0005529308,2013-07-19,,9,J09,Jeunesse,BD,,
C0005854974,2014-01-21,2016-08,20,JBDSRZZ,Jeunesse,"Bandes dessinées",Séries,
C0005530106,2013-07-19,2016-06,42,JBDSRZZ,Jeunesse,"Bandes dessinées",Séries,
C0005529568,2013-07-20,2016-06,36,JBDSRZZ,Jeunesse,"Bandes dessinées",Séries,
C0005530151,2013-07-20,2015-01,14,JBDZZZZ,Jeunesse,"Bandes dessinées","Bandes dessinées enfants",
C0005530182,2013-07-20,2016-11,48,JBDSRZZ,Jeunesse,"Bandes dessinées",Séries,
C0005530502,2013-08-03,2016-02,37,JBDSRZZ,Jeunesse,"Bandes dessinées",Séries,
C0005794287,2014-06-19,2016-10,27,JBDSRZZ,Jeunesse,"Bandes dessinées",Séries,
C0005794294,2014-06-19,2016-07,28,JBDSRZZ,Jeunesse,"Bandes dessinées",Séries,
C0005530526,2013-07-20,2015-05,27,JBDZZZZ,Jeunesse,"Bandes dessinées","Bandes dessinées enfants",
